"","infected.treated.24hr.1","infected.treated.24hr.2","infected.treated.24hr.3","infected.treated.24hr.4","infected.treated.24hr.5","infected.untreated.24hr.1","infected.untreated.24hr.2","infected.untreated.24hr.3","infected.untreated.24hr.4","infected.untreated.24hr.5","uninfected.treated.24hr.1","uninfected.treated.24hr.2","uninfected.treated.24hr.3","uninfected.treated.24hr.4","uninfected.treated.24hr.5","uninfected.untreated.24hr.1","uninfected.untreated.24hr.2","uninfected.untreated.24hr.3","uninfected.untreated.24hr.4","uninfected.untreated.24hr.5"
"ENSG00000138430",36,88,6,3,3,5,7,40,36,78,40,35,87,76,13,24,7,7,1,82
"ENSG00000138433",15,19,5,8,11,9,8,44,69,63,23,16,27,28,9,16,5,2,10,46
"ENSG00000138434",30,55,7,11,7,20,8,21,23,43,35,22,44,55,16,26,11,8,16,38
"ENSG00000138435",1,0,0,1,3,1,1,1,2,0,0,0,1,2,1,0,0,2,0,0
"ENSG00000138439",0,2,0,0,0,2,0,2,3,1,7,1,2,2,1,0,0,1,2,5
"ENSG00000138442",13,28,2,5,3,1,1,4,3,6,14,22,24,25,8,6,7,3,1,30
"ENSG00000138443",60,55,68,44,66,27,30,27,23,40,24,46,37,35,31,18,10,15,13,24
"ENSG00000138448",4,16,0,0,1,3,1,1,6,7,10,5,13,6,2,5,2,0,1,14
"ENSG00000138449",0,3,0,0,0,0,0,3,2,4,3,0,1,3,0,0,1,0,0,8
"ENSG00000138459",55,60,68,85,81,55,48,31,41,44,40,33,47,61,55,60,33,46,39,24
"ENSG00000138463",0,3,0,0,1,0,0,1,0,0,2,0,1,6,0,0,0,0,0,3
"ENSG00000138468",2,4,4,1,1,0,0,4,1,5,2,4,5,2,1,0,1,0,1,8
"ENSG00000138472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138483",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
"ENSG00000138495",7,14,2,1,0,1,1,3,11,2,4,5,7,12,2,2,2,1,2,4
"ENSG00000138496",44,55,30,47,46,50,38,33,32,49,38,30,30,49,37,52,42,54,68,48
"ENSG00000138587",0,4,0,0,2,0,2,2,5,2,1,2,2,0,2,5,3,3,3,4
"ENSG00000138592",39,65,18,10,12,11,6,35,39,60,42,32,47,61,12,27,14,9,14,66
"ENSG00000138593",13,17,4,0,0,2,3,11,5,17,13,9,19,22,0,4,3,1,2,15
"ENSG00000138594",38,45,40,32,31,48,47,47,55,93,44,52,49,55,53,84,54,66,106,81
"ENSG00000138600",16,28,1,1,1,3,1,8,10,16,11,3,23,20,5,3,0,2,0,21
"ENSG00000138604",2,12,1,0,0,1,1,0,7,2,4,6,11,8,0,1,3,1,0,7
"ENSG00000138606",0,1,0,3,0,2,0,1,0,2,2,2,0,0,1,1,1,3,2,0
"ENSG00000138613",1,4,0,0,0,1,0,3,6,0,7,1,4,4,1,2,1,0,0,6
"ENSG00000138614",3,8,1,0,1,1,0,1,3,8,6,1,9,4,0,3,1,2,1,12
"ENSG00000138615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138617",0,3,0,0,0,1,0,2,1,2,3,0,0,1,0,0,0,0,0,0
"ENSG00000138621",0,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,0,3
"ENSG00000138622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138623",0,3,0,0,0,0,0,2,6,5,2,0,1,1,0,1,1,0,0,1
"ENSG00000138629",0,10,0,0,1,1,0,7,5,11,9,3,9,4,1,5,1,0,1,6
"ENSG00000138639",7,12,0,1,1,0,1,1,1,1,3,0,9,8,0,1,1,0,0,3
"ENSG00000138640",30,21,24,28,37,69,69,64,43,69,54,44,57,30,47,49,51,72,56,61
"ENSG00000138641",1318,1325,1259,1291,1360,1100,635,719,574,852,1787,2106,2240,1911,2091,1458,1267,1452,1598,1342
"ENSG00000138642",2,1,1,1,0,0,0,5,0,2,4,1,5,1,0,2,2,0,2,1
"ENSG00000138646",0,1,0,0,0,0,0,0,0,2,1,2,3,1,0,0,1,0,0,1
"ENSG00000138650",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138653",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138658",0,2,0,0,0,0,1,1,6,7,2,2,5,0,1,6,3,0,1,20
"ENSG00000138660",8,10,4,3,2,3,0,3,2,2,10,10,8,10,1,3,2,3,3,7
"ENSG00000138663",4,8,0,1,0,0,1,5,3,3,6,4,6,10,5,1,0,4,4,12
"ENSG00000138668",68,120,16,21,17,24,16,79,84,132,81,79,137,131,31,69,41,24,30,211
"ENSG00000138669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138670",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000138674",13,36,2,0,2,1,1,12,21,27,19,10,25,28,2,6,1,0,0,30
"ENSG00000138675",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000138678",1,1,0,0,0,0,0,1,1,0,2,2,3,0,0,0,0,0,0,0
"ENSG00000138684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138685",40,50,50,38,41,36,15,22,11,22,66,100,79,83,95,68,72,74,71,78
"ENSG00000138686",3,1,0,0,0,0,0,0,2,4,3,0,2,4,0,1,1,1,0,3
"ENSG00000138688",15,47,2,0,0,2,2,8,22,22,28,16,34,38,3,8,2,0,0,43
"ENSG00000138696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138698",3,17,3,0,0,2,1,4,6,8,9,6,17,16,2,2,4,1,0,10
"ENSG00000138709",8,14,0,3,3,2,3,9,8,15,17,6,26,13,2,7,2,0,1,18
"ENSG00000138722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138735",63,75,74,67,90,89,61,56,34,61,80,117,107,98,122,108,96,109,111,100
"ENSG00000138738",2,4,2,0,0,0,1,3,1,2,0,1,2,2,4,1,2,0,0,3
"ENSG00000138741",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000138744",4,7,2,0,0,0,1,1,3,3,6,1,6,6,2,1,1,0,0,8
"ENSG00000138750",2,21,0,1,1,1,0,4,5,13,8,0,16,10,1,4,2,0,2,17
"ENSG00000138755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138756",23,45,14,13,17,11,6,18,17,35,26,35,67,45,26,15,7,4,8,37
"ENSG00000138757",14,62,3,7,3,5,2,30,27,46,27,25,54,47,8,22,15,5,6,86
"ENSG00000138758",65,93,47,53,56,27,22,44,49,51,58,79,88,68,45,35,19,14,18,81
"ENSG00000138759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138760",32,35,3,2,1,0,1,18,15,29,36,19,58,59,8,6,4,1,0,38
"ENSG00000138764",3,6,2,0,1,3,1,7,20,18,2,4,15,9,3,4,1,0,1,13
"ENSG00000138767",5,12,1,0,1,2,1,12,16,30,6,4,17,13,1,2,1,2,2,18
"ENSG00000138768",25,70,7,2,5,1,4,26,19,38,32,20,63,45,7,11,8,2,4,47
"ENSG00000138769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138771",0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000138772",0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,0,0,2,0,2
"ENSG00000138777",5,27,1,0,0,1,1,4,5,24,16,5,26,18,1,3,1,1,0,45
"ENSG00000138778",2,9,0,0,2,0,0,4,2,6,8,3,9,8,3,10,5,0,2,41
"ENSG00000138780",1,1,0,0,0,1,1,3,1,4,2,0,1,1,0,1,0,1,0,9
"ENSG00000138785",13,20,9,18,11,32,13,13,10,17,18,28,24,18,16,31,19,32,28,38
"ENSG00000138792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138794",1,3,0,0,0,0,1,1,1,2,0,2,3,3,0,0,0,1,0,2
"ENSG00000138795",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"ENSG00000138796",6,11,0,0,1,0,1,10,14,15,16,0,9,7,1,9,0,0,0,26
"ENSG00000138798",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000138801",4,8,1,1,0,2,0,3,5,2,5,0,6,3,1,2,0,1,0,1
"ENSG00000138802",4,10,0,1,0,0,1,6,1,6,3,2,9,8,1,1,0,0,0,9
"ENSG00000138813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138814",16,20,4,5,5,11,9,22,27,36,17,17,28,33,15,19,12,7,9,37
"ENSG00000138821",5,18,0,0,0,2,0,9,17,15,4,1,9,10,4,1,0,0,1,17
"ENSG00000138823",13,7,4,8,2,5,3,3,5,11,0,3,7,6,5,5,3,7,6,7
"ENSG00000138829",9,19,0,1,0,0,1,4,5,10,10,5,17,18,3,5,2,1,0,25
"ENSG00000138834",10,12,4,4,4,4,7,15,32,32,18,7,10,19,3,7,1,1,4,11
"ENSG00000138835",2,7,0,0,1,0,0,4,2,2,5,3,5,16,2,1,0,0,2,2
"ENSG00000138867",14,30,6,11,8,19,14,38,43,56,23,15,18,24,12,25,15,17,7,52
"ENSG00000138892",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138942",20,25,1,2,2,3,1,9,9,12,12,6,19,15,3,1,2,0,5,16
"ENSG00000138944",2,11,0,0,1,0,1,3,3,2,2,1,10,4,3,1,0,0,0,2
"ENSG00000138964",56,94,16,5,14,14,7,58,67,74,70,41,76,69,34,50,20,30,27,100
"ENSG00000139044",3,0,0,1,0,2,5,1,3,2,1,0,1,2,0,4,3,1,0,3
"ENSG00000139053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139055",1,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,0,0,0
"ENSG00000139083",9,15,3,2,1,0,2,8,15,15,5,4,10,9,2,3,1,0,1,14
"ENSG00000139112",2,5,1,2,0,0,0,3,0,1,1,3,3,5,0,0,1,0,0,0
"ENSG00000139116",2,8,0,0,1,0,1,3,3,4,1,3,7,4,3,3,1,3,1,9
"ENSG00000139117",21,36,8,9,19,29,15,25,24,44,26,17,29,29,18,24,26,28,26,68
"ENSG00000139131",4,16,1,4,6,4,0,2,5,6,7,8,13,12,5,5,7,5,5,8
"ENSG00000139132",1,2,0,0,0,0,0,5,2,5,1,0,1,2,0,0,1,2,0,3
"ENSG00000139133",0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1
"ENSG00000139144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139146",14,36,2,5,7,2,4,9,15,11,12,15,24,18,7,11,5,5,3,29
"ENSG00000139151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139154",4,7,2,0,3,0,1,6,4,5,2,0,8,7,5,7,10,4,3,6
"ENSG00000139155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139160",76,96,103,93,124,62,42,59,35,46,81,94,88,78,64,44,57,51,87,49
"ENSG00000139163",3,9,1,2,3,0,1,3,11,6,10,5,21,10,3,5,4,0,0,27
"ENSG00000139168",8,20,1,0,0,0,1,10,6,20,20,9,24,23,1,8,2,2,4,26
"ENSG00000139173",0,2,0,0,1,0,0,2,0,2,4,0,2,4,0,0,0,0,0,2
"ENSG00000139174",12,10,9,15,20,9,4,15,22,23,17,8,24,17,10,8,11,10,11,25
"ENSG00000139178",1,1,1,1,4,2,2,3,6,13,2,1,3,4,0,5,1,0,2,3
"ENSG00000139180",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"ENSG00000139182",1,4,0,1,0,0,1,2,2,10,1,1,3,2,0,1,0,0,2,2
"ENSG00000139187",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000139190",14,19,7,18,17,21,11,12,10,23,23,15,17,21,31,23,18,14,22,17
"ENSG00000139192",52,47,43,39,41,28,35,45,35,44,34,43,39,47,59,52,48,45,38,46
"ENSG00000139193",58,81,65,71,75,100,71,83,59,108,94,93,105,87,131,118,129,113,118,129
"ENSG00000139194",9,11,9,7,5,27,26,21,18,31,8,16,17,13,23,20,16,22,23,22
"ENSG00000139197",4,1,0,0,1,0,0,4,1,3,3,1,2,1,1,1,1,2,0,1
"ENSG00000139200",6,6,8,4,6,6,9,0,2,3,11,4,8,7,9,7,9,6,7,5
"ENSG00000139209",0,0,0,2,0,2,2,0,0,1,0,0,2,0,1,0,1,0,1,1
"ENSG00000139211",2,2,0,1,2,2,3,2,5,3,1,4,6,7,5,4,5,2,5,2
"ENSG00000139218",85,154,17,17,19,17,15,104,83,186,133,109,212,171,45,54,50,25,20,263
"ENSG00000139219",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"ENSG00000139220",1,2,0,1,0,3,0,2,0,3,1,3,6,4,3,4,1,3,2,1
"ENSG00000139223",0,0,0,0,2,0,0,0,0,1,3,1,1,2,0,2,0,1,1,2
"ENSG00000139233",2,9,1,0,0,1,0,3,4,6,4,1,4,4,0,0,1,0,0,8
"ENSG00000139239",29,69,12,10,8,9,3,67,102,101,65,26,72,73,13,26,13,6,13,61
"ENSG00000139263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139266",4,5,3,3,3,1,3,5,3,6,7,4,4,3,2,2,2,0,2,2
"ENSG00000139269",5,13,12,13,21,4,7,2,3,2,12,18,21,16,10,3,0,2,2,4
"ENSG00000139278",383,346,296,344,400,397,288,278,245,343,442,578,514,461,497,475,493,550,604,561
"ENSG00000139287",2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
"ENSG00000139289",3,14,8,4,9,6,8,5,5,6,4,9,10,7,9,9,7,7,7,5
"ENSG00000139291",1,4,0,0,1,1,0,2,0,0,1,0,5,2,3,3,0,0,0,3
"ENSG00000139292",0,7,4,6,5,4,6,6,4,4,2,10,11,2,6,0,1,2,0,0
"ENSG00000139304",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"ENSG00000139318",16,34,6,8,7,5,4,4,8,16,12,16,10,14,8,24,14,14,21,23
"ENSG00000139323",2,8,3,2,3,5,0,2,2,3,4,3,5,5,6,1,1,3,2,8
"ENSG00000139324",1,4,0,0,1,0,0,2,1,2,1,0,5,5,0,3,2,2,1,9
"ENSG00000139329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139343",10,17,5,2,4,4,4,14,14,26,9,17,12,22,7,17,21,13,10,53
"ENSG00000139344",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139350",0,7,1,0,0,0,0,3,3,5,0,3,0,3,1,1,0,0,0,4
"ENSG00000139351",62,52,55,58,49,18,7,15,6,14,56,88,90,68,71,30,25,28,34,25
"ENSG00000139352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139354",2,3,1,0,0,0,0,0,2,5,1,1,4,3,0,0,0,0,0,4
"ENSG00000139364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139370",5,3,0,0,0,0,0,0,2,4,1,1,3,2,0,0,1,0,0,4
"ENSG00000139372",12,28,1,1,3,0,0,7,9,17,15,5,15,18,3,6,2,1,2,24
"ENSG00000139405",10,8,2,3,2,3,1,9,11,17,14,3,11,10,2,3,5,0,3,18
"ENSG00000139410",11,11,0,1,1,0,0,4,3,3,4,2,15,11,0,1,1,0,1,1
"ENSG00000139428",6,19,9,7,15,6,10,11,10,11,13,10,12,8,10,7,4,1,6,13
"ENSG00000139433",2,5,1,1,1,0,0,1,3,3,4,0,3,2,1,1,0,0,0,3
"ENSG00000139436",13,32,11,15,16,8,2,23,21,48,24,32,37,36,28,12,5,4,6,47
"ENSG00000139437",933,991,1022,1013,1188,1444,1244,1122,1021,1483,982,1019,1226,1030,1360,1457,1252,1355,1531,1365
"ENSG00000139438",1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0
"ENSG00000139445",0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,0,0,0,0,2
"ENSG00000139496",8,11,0,1,1,1,0,12,7,16,11,4,21,10,2,4,2,2,1,18
"ENSG00000139505",7,13,2,3,3,1,0,0,2,5,5,2,14,10,2,1,3,1,1,5
"ENSG00000139508",1,4,0,1,0,0,0,1,3,0,1,2,4,3,0,0,1,1,1,5
"ENSG00000139514",39,61,8,1,5,3,1,11,12,10,29,14,34,46,8,9,5,2,3,33
"ENSG00000139515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139517",0,1,1,2,1,0,0,0,1,2,1,1,1,2,0,1,0,0,0,5
"ENSG00000139531",2,3,1,0,2,2,0,1,6,5,3,1,5,3,3,1,0,0,2,6
"ENSG00000139537",23,29,18,16,22,33,40,31,21,31,17,20,23,16,33,34,26,27,21,24
"ENSG00000139540",7,12,8,5,11,7,2,6,2,4,9,7,10,7,9,9,6,8,11,5
"ENSG00000139546",8,18,7,13,19,2,1,8,8,8,12,7,20,13,18,9,6,8,8,4
"ENSG00000139547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139567",0,5,0,1,0,1,2,10,18,19,1,1,1,1,0,0,1,0,0,7
"ENSG00000139572",0,0,0,0,3,0,0,1,2,2,0,0,0,0,1,0,0,0,0,1
"ENSG00000139574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139579",4,4,0,1,2,1,0,2,7,7,3,2,4,6,1,5,0,0,2,12
"ENSG00000139597",0,2,0,0,0,0,0,0,2,2,0,0,1,1,2,0,0,0,1,4
"ENSG00000139610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139613",31,53,23,15,14,39,31,82,68,91,49,32,59,53,29,51,38,31,42,133
"ENSG00000139618",1,6,1,2,2,1,2,3,1,6,0,1,1,0,0,1,4,0,2,23
"ENSG00000139620",4,6,0,0,0,1,1,3,1,5,1,2,4,7,0,0,0,0,0,6
"ENSG00000139624",11,12,13,11,14,5,7,8,6,15,12,18,13,21,32,11,12,9,10,10
"ENSG00000139625",165,154,136,161,197,164,150,158,98,145,183,271,269,164,203,199,177,228,245,210
"ENSG00000139626",5,5,3,2,4,10,12,8,11,19,5,2,6,13,4,14,7,8,11,9
"ENSG00000139629",3,3,2,1,2,0,3,4,8,5,1,0,5,4,0,0,1,0,0,9
"ENSG00000139631",22,24,30,27,12,18,20,11,17,22,16,21,33,39,31,34,22,30,21,24
"ENSG00000139636",2,2,0,0,1,0,1,0,2,6,1,0,0,1,0,0,1,0,0,3
"ENSG00000139637",17,13,9,10,5,5,4,7,3,8,6,10,5,6,5,5,3,0,0,2
"ENSG00000139641",34,80,8,5,9,9,10,48,46,81,48,48,66,79,24,38,16,10,14,68
"ENSG00000139644",30,100,5,2,2,5,3,36,42,89,37,9,57,62,4,10,10,1,2,62
"ENSG00000139645",12,18,1,0,0,1,1,11,5,10,16,10,20,26,1,6,2,1,4,20
"ENSG00000139648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139651",112,124,100,125,134,491,491,516,373,682,186,156,198,182,235,352,253,308,332,256
"ENSG00000139656",7,6,6,5,7,1,3,0,2,4,6,7,8,12,9,1,8,6,11,3
"ENSG00000139668",6,17,8,2,0,0,3,14,10,25,11,4,22,20,8,10,5,1,1,42
"ENSG00000139675",23,40,2,6,5,12,11,80,91,131,41,22,59,44,15,63,36,12,16,187
"ENSG00000139679",1,2,0,0,2,1,3,3,0,6,2,1,5,3,1,0,3,2,2,6
"ENSG00000139684",9,14,0,0,0,3,0,5,17,17,9,6,17,15,3,5,1,0,2,21
"ENSG00000139687",11,22,1,3,7,0,2,8,8,22,18,9,16,22,3,5,3,2,5,29
"ENSG00000139697",10,31,5,0,3,2,1,17,13,26,24,15,40,32,5,12,6,4,2,39
"ENSG00000139714",7,8,7,9,11,9,6,4,2,6,3,6,6,4,9,7,0,3,6,10
"ENSG00000139718",9,11,1,2,3,0,1,7,6,9,12,13,13,9,4,9,3,2,6,11
"ENSG00000139719",0,2,0,0,0,0,0,0,4,4,1,0,2,3,1,1,1,0,0,5
"ENSG00000139722",1,6,1,1,1,0,0,0,2,5,2,1,9,3,2,3,1,1,1,3
"ENSG00000139725",256,284,244,265,280,95,67,70,62,94,216,242,255,223,272,112,76,98,116,93
"ENSG00000139726",31,46,7,11,8,7,3,15,19,25,37,33,56,60,16,19,8,7,3,49
"ENSG00000139734",1,4,0,0,0,0,0,4,2,6,3,0,3,3,0,4,2,1,0,10
"ENSG00000139737",3,1,0,0,0,0,0,0,1,2,0,3,4,4,0,5,2,2,0,8
"ENSG00000139746",18,57,10,6,4,7,1,15,13,37,25,20,40,34,11,18,8,7,9,71
"ENSG00000139767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000139793",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000139797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139800",3,9,8,8,5,3,1,1,4,7,5,7,11,13,17,5,6,6,3,11
"ENSG00000139826",0,8,0,1,0,0,0,2,1,1,1,2,3,4,0,2,0,0,0,6
"ENSG00000139832",3,7,1,1,1,2,2,3,17,15,2,2,4,5,0,0,0,0,0,0
"ENSG00000139835",20,20,24,25,26,14,3,6,8,8,22,25,23,27,28,16,17,11,10,7
"ENSG00000139842",58,97,40,53,46,26,23,25,29,45,73,95,85,78,69,57,46,51,41,80
"ENSG00000139865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139880",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000139890",1,4,2,5,3,0,2,1,0,2,3,2,3,5,6,1,2,1,1,3
"ENSG00000139899",117,127,133,155,154,111,121,100,107,110,108,105,125,109,148,115,84,140,126,105
"ENSG00000139908",80,101,83,83,107,81,86,64,49,73,87,75,114,106,126,90,83,90,111,73
"ENSG00000139910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139915",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
"ENSG00000139921",11,26,4,1,0,2,3,14,10,11,17,10,19,18,6,12,4,1,1,37
"ENSG00000139926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139946",3,13,4,0,2,7,0,3,5,10,12,5,6,13,9,3,4,3,7,8
"ENSG00000139970",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000139974",24,31,22,21,19,21,32,17,19,31,31,45,46,52,35,14,16,16,17,16
"ENSG00000139977",4,13,0,1,2,0,3,1,2,2,3,3,4,7,1,3,2,1,1,8
"ENSG00000139985",1,1,1,1,0,0,1,2,1,3,1,2,2,2,0,1,0,1,0,1
"ENSG00000139988",12,16,25,18,18,1,6,5,3,4,16,20,23,20,15,9,3,7,7,3
"ENSG00000139990",16,25,1,2,1,0,2,17,32,46,10,9,19,23,4,6,1,4,1,23
"ENSG00000139998",21,17,23,25,23,19,19,19,10,20,22,24,31,20,24,17,14,16,32,20
"ENSG00000140006",4,8,1,0,0,0,0,2,1,0,7,3,3,6,0,2,2,0,0,15
"ENSG00000140009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140022",3,8,3,2,4,3,5,3,3,2,1,1,4,3,6,0,1,5,1,2
"ENSG00000140025",1,1,0,0,1,0,1,3,2,4,1,0,4,2,0,2,1,0,0,1
"ENSG00000140030",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000140043",6,8,3,3,4,2,2,5,5,6,10,8,10,11,8,6,4,5,3,10
"ENSG00000140044",22,16,7,4,2,0,1,13,20,10,25,8,12,20,13,4,3,0,3,10
"ENSG00000140057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000140067",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140090",0,4,0,1,0,0,1,3,5,7,1,2,1,2,1,0,2,0,0,3
"ENSG00000140092",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140093",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000140104",53,88,79,82,88,161,76,88,68,112,59,61,64,75,72,199,207,202,215,171
"ENSG00000140105",79,172,12,8,9,8,6,25,43,43,71,63,118,137,23,16,4,7,10,42
"ENSG00000140107",1,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000140153",3,8,4,6,1,4,1,3,7,4,4,3,6,4,4,6,5,3,3,11
"ENSG00000140157",29,35,18,21,27,21,20,27,16,28,40,37,48,61,42,30,27,30,32,56
"ENSG00000140199",119,128,149,108,159,118,80,97,58,107,162,180,192,182,167,143,128,155,179,188
"ENSG00000140254",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140259",17,20,3,3,1,6,2,26,27,33,14,12,23,19,4,12,9,4,5,46
"ENSG00000140262",30,95,4,7,4,5,5,37,34,83,57,28,72,72,15,15,12,2,3,79
"ENSG00000140263",2,10,0,1,1,2,0,0,7,8,12,4,8,10,0,2,5,1,0,17
"ENSG00000140264",63,104,23,17,13,24,17,113,155,176,86,46,89,98,28,62,36,18,26,124
"ENSG00000140265",22,36,10,9,11,8,5,14,11,19,25,11,45,33,15,11,6,8,8,22
"ENSG00000140274",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000140279",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000140280",2,7,0,1,0,0,0,0,0,2,1,0,2,3,0,0,0,0,0,3
"ENSG00000140284",0,3,0,0,0,0,0,1,1,1,5,3,0,0,0,1,0,1,0,4
"ENSG00000140285",2,1,1,4,2,2,0,1,0,1,2,2,0,0,2,2,1,2,1,0
